Current Real Time,Time Elapsed (sec),Local Server Time,Remote Est Time,Diff
5628668418,409.23,411483751,,#N/A
5629171957,409.74,411987291,411980485,-6806
5629171966,409.74,411987299,,#N/A
5629671967,410.24,412487300,,#N/A
5630173566,410.74,412988899,412981571,-7328
5630173606,410.74,412988940,,#N/A
5630673607,411.24,413488940,,#N/A
5631176667,411.74,413992000,413985328,-6672
5631176676,411.74,413992010,,#N/A
5631676678,412.24,414492011,,#N/A
5632179989,412.75,414995322,414988271,-7051
5632179996,412.75,414995329,,#N/A
5632679998,413.25,415495331,,#N/A
5633182876,413.75,415998209,415991501,-6708
5633182883,413.75,415998216,,#N/A
5633682884,414.25,416498217,,#N/A
5634186432,414.75,417001765,416994750,-7015
5634186439,414.75,417001772,,#N/A
5634686441,415.25,417501774,,#N/A
5635189415,415.76,418004749,417997892,-6857
5635189423,415.76,418004757,,#N/A
5635689425,416.26,418504759,,#N/A
5636192287,416.76,419007620,419000843,-6777
5636192294,416.76,419007627,,#N/A
5636692296,417.26,419507629,,#N/A
5637195153,417.76,420010487,420003729,-6758
5637195160,417.76,420010494,,#N/A
5637695161,418.26,420510494,,#N/A
5638195162,418.76,421010495,,#N/A
5638213166,418.78,421028500,421029162,662
5638695164,419.26,421510497,,#N/A
5639195165,419.76,422010498,,#N/A
5639216091,419.78,422031425,422024468,-6957
5639695167,420.26,422510500,,#N/A
5640195168,420.76,423010502,,#N/A
5640219198,420.79,423034532,423027685,-6847
5640695169,421.26,423510502,,#N/A
5641195171,421.76,424010504,,#N/A
5641222225,421.79,424037559,424030652,-6907
5641695172,422.26,424510505,,#N/A
5642195174,422.76,425010507,,#N/A
5642225098,422.79,425040432,425033534,-6898
5642695175,423.26,425510508,,#N/A
5643195176,423.76,426010509,,#N/A
5643228473,423.79,426043807,426036959,-6848
5643695178,424.26,426510511,,#N/A
5644195179,424.76,427010513,,#N/A
5644231457,424.8,427046790,427039829,-6961
5644695180,425.26,427510514,,#N/A
5645195181,425.76,428010515,,#N/A
5645253644,425.82,428068978,428071543,2565
5645695184,426.26,428510517,,#N/A
5646195185,426.76,429010519,,#N/A
5646258677,426.82,429074011,429065982,-8029
5646695188,427.26,429510522,,#N/A
5647195191,427.76,430010524,,#N/A
5647261483,427.83,430076817,430069774,-7043
5647695193,428.26,430510526,,#N/A
5648195195,428.76,431010528,,#N/A
5648263784,428.83,431079118,431071746,-7372
5648695196,429.26,431510530,,#N/A
5649195197,429.76,432010530,,#N/A
5649266676,429.83,432082010,432074981,-7029
5649695198,430.26,432510531,,#N/A
5650195199,430.76,433010532,,#N/A
5650269659,430.84,433084993,433077950,-7043
5650695201,431.26,433510535,,#N/A
5651195202,431.76,434010535,,#N/A
5651272582,431.84,434087915,434080849,-7066
5651695204,432.26,434510537,,#N/A
5652195206,432.76,435010539,,#N/A
5652293411,432.86,435108745,435110458,1713
5652695207,433.26,435510540,,#N/A
5653195208,433.76,436010541,,#N/A
5653296372,433.86,436111706,436104480,-7226
5653695209,434.26,436510542,,#N/A
5654195210,434.76,437010543,,#N/A
5654301983,434.87,437117317,437110673,-6644
5654695212,435.26,437510545,,#N/A
5655195214,435.76,438010548,,#N/A
5655305386,435.87,438120720,438113606,-7114
5655695215,436.26,438510549,,#N/A
5656195217,436.76,439010550,,#N/A
5656312452,436.88,439127786,439120326,-7460
5656695219,437.26,439510552,,#N/A
5657195220,437.76,440010553,,#N/A
5657314938,437.88,440130272,440122908,-7364
5657695221,438.26,440510554,,#N/A
5658195223,438.76,441010556,,#N/A
5658316620,438.88,441131953,441124018,-7935
5658695224,439.26,441510558,,#N/A
5659195225,439.76,442010559,,#N/A
5659333586,439.9,442148920,442148594,-326
5659695227,440.26,442510560,,#N/A
5660195228,440.76,443010562,,#N/A
5660335956,440.9,443151290,443143597,-7693
5660695231,441.26,443510565,,#N/A
5661195232,441.76,444010565,,#N/A
5661339854,441.91,444155188,444147825,-7363
5661695234,442.26,444510567,,#N/A
5662195236,442.76,445010569,,#N/A
5662342494,442.91,445157828,445150302,-7526
5662695237,443.26,445510570,,#N/A
5663195238,443.76,446010572,,#N/A
5663345610,443.91,446160944,446153543,-7401
5663695239,444.26,446510572,,#N/A
5664195240,444.76,447010573,,#N/A
5664349038,444.92,447164371,447156818,-7553
5664695242,445.26,447510575,,#N/A
5665195244,445.76,448010577,,#N/A
5665352962,445.92,448168296,448160456,-7840
5665695246,446.26,448510579,,#N/A
5666195247,446.76,449010580,,#N/A
5666373995,446.94,449189329,449190525,1196
5666695248,447.26,449510581,,#N/A
5667195249,447.76,450010582,,#N/A
5667376036,447.94,450191370,450183392,-7978
5667695250,448.26,450510584,,#N/A
5668195252,448.76,451010585,,#N/A
5668377995,448.94,451193328,451185263,-8065
5668695253,449.26,451510587,,#N/A
5669195254,449.76,452010587,,#N/A
5669380795,449.95,452196128,452188735,-7393
5669695255,450.26,452510588,,#N/A
5670195257,450.76,453010591,,#N/A
5670383729,450.95,453199062,453191025,-8037
5670695259,451.26,453510593,,#N/A
5671195260,451.76,454010594,,#N/A
5671387170,451.95,454202504,454195102,-7402
5671695261,452.26,454510595,,#N/A
5672195262,452.76,455010596,,#N/A
5672389215,452.96,455204549,455196954,-7595
5672695264,453.26,455510597,,#N/A
5673195266,453.76,456010599,,#N/A
5673391876,453.96,456207210,456199320,-7890
5673695267,454.26,456510601,,#N/A
5674195268,454.76,457010601,,#N/A
5674395394,454.96,457210728,457203162,-7566
5674695269,455.26,457510603,,#N/A
5675195270,455.76,458010603,,#N/A
5675398078,455.96,458213412,458205823,-7589
5675695271,456.26,458510605,,#N/A
5676195272,456.76,459010606,,#N/A
5676401015,456.97,459216349,459208823,-7526
5676695274,457.26,459510607,,#N/A
5677195275,457.76,460010609,,#N/A
5677403978,457.97,460219311,460211759,-7552
5677695277,458.26,460510610,,#N/A
5678195278,458.76,461010611,,#N/A
5678405550,458.97,461220883,461212791,-8092
5678695279,459.26,461510612,,#N/A
5679195281,459.76,462010615,,#N/A
5679407376,459.97,462222709,462214568,-8141
5679695282,460.26,462510615,,#N/A
5680195283,460.76,463010616,,#N/A
5680408816,460.97,463224150,463216012,-8138
5680695285,461.26,463510618,,#N/A
5681195286,461.76,464010619,,#N/A
5681413068,461.98,464228402,464220741,-7661
5681695287,462.26,464510620,,#N/A
5682195288,462.76,465010621,,#N/A
5682416599,462.98,465231933,465223843,-8090
5682695289,463.26,465510623,,#N/A
5683195291,463.76,466010624,,#N/A
5683418600,463.98,466233933,466226075,-7858
5683695294,464.26,466510627,,#N/A
5684195295,464.76,467010628,,#N/A
5684421361,464.99,467236695,467228854,-7841
5684695296,465.26,467510630,,#N/A
5685195346,465.76,468010679,,#N/A
5685424356,465.99,468239690,468231738,-7952
5685695347,466.26,468510680,,#N/A
5686195348,466.76,469010682,,#N/A
5686428191,466.99,469243525,469236238,-7287
5686695349,467.26,469510682,,#N/A
5687195351,467.76,470010684,,#N/A
5687432083,468,470247417,470240203,-7214
5687695352,468.26,470510686,,#N/A
5688195353,468.76,471010686,,#N/A
5688435637,469,471250971,471242981,-7990
5688695355,469.26,471510688,,#N/A
5689195356,469.76,472010690,,#N/A
5689438841,470.01,472254176,472246269,-7907
5689695358,470.26,472510693,,#N/A
5690195359,470.76,473010693,,#N/A
5690440614,471.01,473255947,473247496,-8451
5690695368,471.26,473510701,,#N/A
5691195370,471.76,474010703,,#N/A
5691443333,472.01,474258667,474250891,-7776
5691695371,472.26,474510705,,#N/A
5692195372,472.76,475010705,,#N/A
5692446143,473.01,475261477,475253602,-7875
5692695373,473.26,475510707,,#N/A
5693195374,473.76,476010707,,#N/A
5693449028,474.02,476264362,476256578,-7784
5693695378,474.26,476510712,,#N/A
5694195379,474.76,477010713,,#N/A
5694450499,475.02,477265833,477257398,-8435
5694695380,475.26,477510713,,#N/A
5695195381,475.76,478010715,,#N/A
5695453032,476.02,478268366,478260433,-7933
5695695382,476.26,478510715,,#N/A
5696195384,476.76,479010717,,#N/A
5696455719,477.02,479271053,479263061,-7992
5696695386,477.26,479510719,,#N/A
5697195387,477.76,480010720,,#N/A
5697458670,478.02,480274004,480266170,-7834
5697695388,478.26,480510721,,#N/A
5698195390,478.76,481010723,,#N/A
5698460438,479.03,481275772,481267367,-8405
5698695391,479.26,481510725,,#N/A
5699195392,479.76,482010725,,#N/A
5699463770,480.03,482279103,482270846,-8257
5699695394,480.26,482510727,,#N/A
5700195396,480.76,483010730,,#N/A
5700466985,481.03,483282319,483274299,-8020
5700695397,481.26,483510731,,#N/A
5701195401,481.76,484010736,,#N/A
5701470026,482.04,484285359,484277314,-8045
5701695402,482.26,484510736,,#N/A
5702210873,482.78,485026210,,#N/A
5702473059,483.04,485288393,485280181,-8212
5702710875,483.28,485526209,,#N/A
5703210877,483.78,486026211,,#N/A
5703494450,484.06,486309783,486310433,650
5703710878,484.28,486526212,,#N/A
5704210879,484.78,487026212,,#N/A
5704496060,485.06,487311394,487302914,-8480
5704710881,485.28,487526215,,#N/A
5705210882,485.78,488026216,,#N/A
5705499004,486.07,488314337,488306290,-8047
5705710883,486.28,488526216,,#N/A
5706210884,486.78,489026217,,#N/A
5706502007,487.07,489317340,489309520,-7820
5706710886,487.28,489526219,,#N/A
5707210888,487.78,490026222,,#N/A
5707505172,488.07,490320506,490312283,-8223
5707710890,488.28,490526223,,#N/A
5708210891,488.78,491026225,,#N/A
5708508086,489.07,491323420,491315343,-8077
5708710896,489.28,491526230,,#N/A
5709210897,489.78,492026230,,#N/A
5709511441,490.08,492326774,492318539,-8235
5709710899,490.28,492526232,,#N/A
5710210901,490.78,493026234,,#N/A
5710533776,491.1,493349110,493350762,1652
5710710904,491.28,493526238,,#N/A
5711210906,491.78,494026239,,#N/A
5711537594,492.1,494352928,494344640,-8288
5711710908,492.28,494526241,,#N/A
5712210916,492.78,495026249,,#N/A
5712553420,493.12,495368753,495354829,-13924
5712719738,493.29,495535072,,#N/A
5713219740,493.79,496035073,,#N/A
5713558200,494.12,496373533,496364433,-9100
5713719742,494.29,496535075,,#N/A
5714219743,494.79,497035077,,#N/A
5714610150,495.18,497425483,497414550,-10933
5714719744,495.29,497535078,,#N/A
5715219746,495.79,498035079,,#N/A
5715611928,496.18,498427262,498418521,-8741
5715719748,496.29,498535081,,#N/A
5716219749,496.79,499035082,,#N/A
5716613291,497.18,499428625,499419913,-8712
5716719750,497.29,499535083,,#N/A
5717219751,497.79,500035084,,#N/A
5717616382,498.18,500431716,500423427,-8289
5717719753,498.29,500535086,,#N/A
5718219754,498.79,501035087,,#N/A
5718619150,499.19,501434483,501426120,-8363
5718719755,499.29,501535089,,#N/A
5719219757,499.79,502035091,,#N/A
5719621810,500.19,502437144,502428909,-8235
5719719758,500.29,502535092,,#N/A
5720219759,500.79,503035093,,#N/A
5720625425,501.19,503440759,503432871,-7888
5720719761,501.29,503535095,,#N/A
5721219762,501.79,504035095,,#N/A
5721630089,502.2,504445422,504437453,-7969
5721719763,502.29,504535097,,#N/A
5722219764,502.79,505035098,,#N/A
5722632721,503.2,505448055,505439632,-8423
5722719765,503.29,505535099,,#N/A
5723219766,503.79,506035100,,#N/A
5723635842,504.2,506451176,506442901,-8275
5723719768,504.29,506535101,,#N/A
5724219769,504.79,507035103,,#N/A
5724637922,505.2,507453255,507443931,-9324
5724719773,505.29,507535107,,#N/A
5725219775,505.79,508035108,,#N/A
5725640445,506.21,508455778,508447272,-8506
5725719776,506.29,508535109,,#N/A
5726219778,506.79,509035111,,#N/A
5726644010,507.21,509459344,509450724,-8620
5726719780,507.29,509535113,,#N/A
5727219782,507.79,510035115,,#N/A
5727646905,508.21,510462238,510453797,-8441
5727719784,508.29,510535117,,#N/A
5728219785,508.79,511035119,,#N/A
5728649925,509.22,511465259,511456783,-8476
5728719786,509.29,511535119,,#N/A
5729219788,509.79,512035121,,#N/A
5729652717,510.22,512468051,512459610,-8441
5729719789,510.29,512535123,,#N/A
5730224711,510.79,513040044,,#N/A
5730656748,511.22,513472081,513464062,-8019
5730724714,511.29,513540047,,#N/A
5731224715,511.79,514040048,,#N/A
5731659802,512.23,514475136,514466364,-8772
5731724716,512.29,514540049,,#N/A
5732224717,512.79,515040051,,#N/A
5732669048,513.24,515484381,515471494,-12887
5732724718,513.29,515540051,,#N/A
5733225788,513.79,516041121,,#N/A
5733672190,514.24,516487523,516478794,-8729
5733725789,514.29,516541122,,#N/A
5734225790,514.79,517041123,,#N/A
5734675887,515.24,517491220,517482590,-8630
5734725792,515.29,517541125,,#N/A
5735225793,515.79,518041126,,#N/A
5735678557,516.24,518493891,518485279,-8612
5735725794,516.29,518541128,,#N/A
5736225796,516.79,519041129,,#N/A
5736682213,517.25,519497547,519488557,-8990
5736725797,517.29,519541130,,#N/A
5737225802,517.79,520041135,,#N/A
5737685421,518.25,520500755,520491790,-8965
5737725804,518.29,520541137,,#N/A
5738225805,518.79,521041138,,#N/A
5738694441,519.26,521509775,521504260,-5515
5738725808,519.29,521541145,,#N/A
5739225809,519.79,522041142,,#N/A
5739697674,520.26,522513007,522504521,-8486
5739725811,520.29,522541144,,#N/A
5740225813,520.79,523041146,,#N/A
5740700873,521.27,523516206,523507274,-8932
5740725814,521.29,523541148,,#N/A
5741225816,521.79,524041149,,#N/A
5741704033,522.27,524519367,524510406,-8961
5741725821,522.29,524541155,,#N/A
5742225823,522.79,525041156,,#N/A
5742706312,523.27,525521646,525512469,-9177
5742725825,523.29,525541158,,#N/A
5743225826,523.79,526041160,,#N/A
5743711103,524.28,526526437,526517864,-8573
5743725830,524.29,526541164,,#N/A
5744225831,524.79,527041164,,#N/A
5744714451,525.28,527529784,527520802,-8982
5744725832,525.29,527541165,,#N/A
5745225834,525.79,528041167,,#N/A
5745716172,526.28,528531507,528522059,-9448
5745725836,526.29,528541170,,#N/A
5746225837,526.79,529041170,,#N/A
5746719809,527.29,529535143,529525857,-9286
5746725838,527.29,529541172,,#N/A
5747225839,527.79,530041172,,#N/A
5747722647,528.29,530537980,530529272,-8708
5747725840,528.29,530541173,,#N/A
5748225841,528.79,531041175,,#N/A
5748725314,529.29,531540648,531531783,-8865
5748725842,529.29,531541176,,#N/A
5749225844,529.79,532041177,,#N/A
5749728442,530.29,532543776,532534744,-9032
5749728449,530.29,532543783,,#N/A
5750228450,530.79,533043783,,#N/A
5750728451,531.29,533543785,,#N/A
5750731766,531.3,533547100,533538454,-8646
5751228452,531.79,534043785,,#N/A
5751728453,532.29,534543787,,#N/A
5751735467,532.3,534550800,534541740,-9060
5752228454,532.79,535043787,,#N/A
5752728456,533.29,535543789,,#N/A
5752737602,533.3,535552936,535543647,-9289
5753228457,533.79,536043790,,#N/A
5753728458,534.29,536543791,,#N/A
5753740577,534.31,536555911,536547062,-8849
5754228459,534.79,537043793,,#N/A
5754728461,535.29,537543794,,#N/A
5754750976,535.32,537566309,537560030,-6279
5755228462,535.79,538043796,,#N/A
5755728464,536.29,538543797,,#N/A
5755754571,536.32,538569905,538560722,-9183
5756228465,536.79,539043798,,#N/A
5756728466,537.29,539543800,,#N/A
5756757748,537.32,539573082,539563820,-9262
5757228468,537.79,540043801,,#N/A
5757728469,538.29,540543802,,#N/A
5757760547,538.33,540575880,540566892,-8988
5758228470,538.79,541043803,,#N/A
5758728471,539.29,541543804,,#N/A
5758764694,539.33,541580028,541570745,-9283
5759228473,539.79,542043807,,#N/A
5759728475,540.29,542543808,,#N/A
5759767949,540.33,542583283,542574127,-9156
5760228476,540.79,543043809,,#N/A
5760728477,541.29,543543811,,#N/A
5760772799,541.34,543588133,543578647,-9486
5761228478,541.79,544043811,,#N/A
5761728479,542.29,544543813,,#N/A
5761775596,542.34,544590930,544581775,-9155
5762228481,542.79,545043814,,#N/A
5762728482,543.29,545543816,,#N/A
5762777447,543.34,545592781,545583032,-9749
5763228484,543.79,546043817,,#N/A
5763728485,544.29,546543819,,#N/A
5763780981,544.35,546596315,546587065,-9250
5764228487,544.79,547043821,,#N/A
5764728488,545.29,547543822,,#N/A
5764782465,545.35,547597798,547588295,-9503
5765228489,545.79,548043822,,#N/A
5765728490,546.29,548543824,,#N/A
5765786490,546.35,548601823,548592210,-9613
5766228492,546.79,549043825,,#N/A
5766728493,547.29,549543826,,#N/A
5766789397,547.36,549604731,549595585,-9146
5767228504,547.79,550043838,,#N/A
5767728505,548.29,550543839,,#N/A
5767792778,548.36,550608112,550598603,-9509
5768228506,548.79,551043839,,#N/A
5768728508,549.29,551543841,,#N/A
5768795740,549.36,551611073,551601957,-9116
5769228510,549.79,552043844,,#N/A
5769728512,550.29,552543845,,#N/A
5769798481,550.36,552613814,552604598,-9216
5770228513,550.79,553043847,,#N/A
5770728514,551.29,553543848,,#N/A
5770801018,551.37,553616352,553607182,-9170
5771228515,551.79,554043848,,#N/A
5771728516,552.29,554543849,,#N/A
5771804218,552.37,554619551,554610401,-9150
5772228517,552.79,555043850,,#N/A
5772728519,553.29,555543852,,#N/A
5772805741,553.37,555621074,555611253,-9821
5773228520,553.79,556043854,,#N/A
5773728521,554.29,556543855,,#N/A
5773809095,554.38,556624428,556615246,-9182
5774228522,554.79,557043855,,#N/A
5774728526,555.29,557543860,,#N/A
5774812312,555.38,557627645,557618240,-9405
5775228529,555.79,558043863,,#N/A
5775728530,556.29,558543864,,#N/A
5775816379,556.38,558631713,558622571,-9142
5776228532,556.79,559043865,,#N/A
5776728533,557.29,559543866,,#N/A
5776820015,557.39,559635349,559626142,-9207
5777228535,557.79,560043869,,#N/A
5777728536,558.29,560543869,,#N/A
5777822730,558.39,560638064,560628684,-9380
5778228538,558.79,561043871,,#N/A
5778728540,559.29,561543873,,#N/A
5778825787,559.39,561641121,561631786,-9335
5779228542,559.79,562043876,,#N/A
5779728543,560.29,562543876,,#N/A
5779828841,560.4,562644175,562634714,-9461
5780228544,560.79,563043878,,#N/A
5780728545,561.29,563543878,,#N/A
5780832802,561.4,563648135,563638378,-9757
5781228547,561.79,564043880,,#N/A
5781728548,562.29,564543881,,#N/A
5781835801,562.4,564651135,564641664,-9471
5782228550,562.79,565043883,,#N/A
5782728551,563.29,565543884,,#N/A
5782837550,563.4,565652883,565642859,-10024
5783228552,563.79,566043885,,#N/A
5783728553,564.29,566543886,,#N/A
5783840689,564.41,566656023,566646723,-9300
5784228554,564.79,567043888,,#N/A
5784728555,565.29,567543889,,#N/A
5784843200,565.41,567658534,567649095,-9439
5785228557,565.79,568043890,,#N/A
5785728559,566.29,568543893,,#N/A
5785846757,566.41,568662090,568652319,-9771
5786228561,566.79,569043894,,#N/A
5786728562,567.29,569543895,,#N/A
5786850457,567.42,569665791,569656738,-9053
5787228563,567.79,570043896,,#N/A
5787728564,568.29,570543898,,#N/A
5787854545,568.42,570669878,570660660,-9218
5788228565,568.79,571043899,,#N/A
5788728567,569.29,571543900,,#N/A
5788859068,569.43,571674402,571665654,-8748
5789228568,569.79,572043901,,#N/A
5789728569,570.29,572543902,,#N/A
5789863033,570.43,572678367,572669262,-9105
5790228570,570.79,573043904,,#N/A
5790728571,571.29,573543905,,#N/A
5790866311,571.43,573681645,573672146,-9499
5791228573,571.79,574043906,,#N/A
5791728574,572.29,574543908,,#N/A
5791870196,572.44,574685530,574676461,-9069
5792228575,572.79,575043908,,#N/A
5792728576,573.29,575543909,,#N/A
5792871692,573.44,575687026,575676809,-10217
5793228578,573.79,576043912,,#N/A
5793728579,574.29,576543913,,#N/A
5793875307,574.44,576690640,576680952,-9688
5794228580,574.79,577043913,,#N/A
5794728582,575.29,577543915,,#N/A
5794878866,575.45,577694199,577684305,-9894
5795228584,575.79,578043918,,#N/A
5795728587,576.29,578543922,,#N/A
5795881824,576.45,578697157,578687564,-9593
5796228589,576.79,579043922,,#N/A
5796728591,577.29,579543924,,#N/A
5796883501,577.45,579698834,579688531,-10303
5797228592,577.79,580043925,,#N/A
5797728594,578.29,580543928,,#N/A
5797885157,578.45,580700491,580690284,-10207
5798228595,578.79,581043929,,#N/A
5798728597,579.29,581543931,,#N/A
5798888235,579.45,581703569,581693926,-9643
5799228598,579.79,582043931,,#N/A
5799728599,580.29,582543933,,#N/A
5799891695,580.46,582707029,582697012,-10017
5800228600,580.79,583043933,,#N/A
5800728601,581.29,583543935,,#N/A
5800893812,581.46,583709147,583699065,-10082
5801228602,581.79,584043935,,#N/A
5801728613,582.29,584543946,,#N/A
5801896941,582.46,584712275,584702548,-9727
5802228614,582.79,585043947,,#N/A
5802728616,583.29,585543949,,#N/A
5802898426,583.46,585713760,585703333,-10427
5803228618,583.79,586043951,,#N/A
5803728620,584.29,586543953,,#N/A
5803901455,584.47,586716789,586706997,-9792
5804228621,584.79,587043954,,#N/A
5804728623,585.29,587543956,,#N/A
5804904968,585.47,587720302,587710168,-10134
5805228625,585.79,588043959,,#N/A
5805728626,586.29,588543959,,#N/A
5805907966,586.47,588723299,588713529,-9770
5806228627,586.79,589043961,,#N/A
5806728629,587.29,589543962,,#N/A
5806910473,587.48,589725807,589715288,-10519
5807228632,587.79,590043965,,#N/A
5807728633,588.29,590543967,,#N/A
5807913698,588.48,590729032,590719385,-9647
5808228634,588.79,591043967,,#N/A
5808728635,589.29,591543968,,#N/A
5808916911,589.48,591732245,591721954,-10291
5809228637,589.79,592043970,,#N/A
5809728639,590.29,592543972,,#N/A
5809919749,590.49,592735083,592725143,-9940
5810228641,590.79,593043974,,#N/A
5810728642,591.29,593543976,,#N/A
5810923261,591.49,593738595,593728470,-10125
5811228644,591.79,594043977,,#N/A
5811728646,592.29,594543979,,#N/A
5811926581,592.49,594741915,594731935,-9980
5812228648,592.79,595043981,,#N/A
5812728649,593.29,595543982,,#N/A
5812930902,593.5,595746236,595736761,-9475
5813228650,593.79,596043983,,#N/A
5813728652,594.29,596543985,,#N/A
5813935946,594.5,596751280,596741784,-9496
5814228653,594.79,597043986,,#N/A
5814728655,595.29,597543988,,#N/A
5814940602,595.51,597755936,597746318,-9618
5815228656,595.79,598043990,,#N/A
5815728657,596.29,598543990,,#N/A
5815966434,596.53,598781768,598783049,1281
5816228658,596.79,599043992,,#N/A
5816728659,597.29,599543992,,#N/A
5816968682,597.53,599784016,599773077,-10939
5817228662,597.79,600043996,,#N/A
5817728663,598.29,600543996,,#N/A
5817971755,598.54,600787089,600777236,-9853
5818228665,598.79,601043998,,#N/A
5818728666,599.29,601544000,,#N/A
5818974823,599.54,601790156,601780223,-9933
5819228667,599.79,602044001,,#N/A
5819728669,600.29,602544002,,#N/A
5819977424,600.54,602792758,602782680,-10078
5820228671,600.79,603044004,,#N/A
5820728672,601.29,603544005,,#N/A
5820980472,601.55,603795806,603785800,-10006
5821228673,601.79,604044006,,#N/A
5821728674,602.29,604544007,,#N/A
5821983668,602.55,604799002,604788585,-10417
5822228675,602.79,605044009,,#N/A
5822728677,603.29,605544010,,#N/A
5822985565,603.55,605800898,605790100,-10798
5823228678,603.79,606044011,,#N/A
5823728680,604.29,606544013,,#N/A
5823988582,604.55,606803916,606793836,-10080
5824228681,604.79,607044014,,#N/A
5824728683,605.29,607544017,,#N/A
5824991794,605.56,607807127,607796797,-10330
5825228685,605.79,608044018,,#N/A
5825728686,606.29,608544019,,#N/A
5825994934,606.56,608810268,608800000,-10268
5826228687,606.79,609044021,,#N/A
5826728689,607.29,609544022,,#N/A
5826996988,607.56,609812321,609801197,-11124
5827228690,607.79,610044024,,#N/A
5827728691,608.29,610544024,,#N/A
5827999913,608.57,610815247,610805046,-10201
5828228692,608.79,611044026,,#N/A
5828728694,609.29,611544028,,#N/A
5829002917,609.57,611818251,611808004,-10247
5829228696,609.79,612044029,,#N/A
5829728697,610.29,612544031,,#N/A
5830006471,610.57,612821805,612811366,-10439
5830228698,610.79,613044031,,#N/A
5830728699,611.29,613544033,,#N/A
5831010064,611.58,613825398,613814868,-10530
5831228700,611.79,614044033,,#N/A
5831728701,612.29,614544035,,#N/A
5832013488,612.58,614828822,614818802,-10020
5832228703,612.79,615044036,,#N/A
5832728704,613.29,615544037,,#N/A
5833017654,613.58,615832988,615822364,-10624
5833228705,613.79,616044039,,#N/A
5833728707,614.29,616544040,,#N/A
5834022142,614.59,616837476,616827409,-10067
5834228708,614.79,617044042,,#N/A
5834728709,615.29,617544043,,#N/A
5835025786,615.59,617841119,617830561,-10558
5835228710,615.79,618044043,,#N/A
5835728714,616.29,618544048,,#N/A
5836030288,616.6,618845622,618836068,-9554
5836228715,616.79,619044048,,#N/A
5836728721,617.29,619544054,,#N/A
5837033893,617.6,619849227,619839254,-9973
5837228723,617.79,620044056,,#N/A
5837728725,618.29,620544058,,#N/A
5838036893,618.6,620852227,620841895,-10332
5838228727,618.79,621044060,,#N/A
5838728729,619.29,621544062,,#N/A
5839039987,619.61,621855320,621844977,-10343
5839228730,619.79,622044063,,#N/A
5839728732,620.29,622544065,,#N/A
5840043081,620.61,622858415,622847852,-10563
5840228733,620.79,623044067,,#N/A
5840728736,621.29,623544070,,#N/A
5841046752,621.61,623862086,623851396,-10690
5841228737,621.79,624044070,,#N/A
5841728738,622.29,624544071,,#N/A
5842049845,622.62,624865179,624854279,-10900
5842228740,622.79,625044073,,#N/A
5842728741,623.29,625544074,,#N/A
5843053140,623.62,625868474,625858208,-10266
5843228742,623.79,626044076,,#N/A
5843728743,624.29,626544077,,#N/A
5844056808,624.62,626872141,626861710,-10431
5844228744,624.79,627044078,,#N/A
5844728745,625.29,627544079,,#N/A
5845059585,625.63,627874919,627864453,-10466
5845228746,625.79,628044079,,#N/A
5845728748,626.29,628544082,,#N/A
5846062582,626.63,628877916,628867496,-10420
5846228749,626.79,629044082,,#N/A
5846728750,627.29,629544084,,#N/A
5847065463,627.63,629880797,629870268,-10529
5847228752,627.79,630044085,,#N/A
5847728753,628.29,630544087,,#N/A
5848069576,628.64,630884910,630874808,-10102
5848228754,628.79,631044087,,#N/A
5848728755,629.29,631544089,,#N/A
5849072399,629.64,631887732,631877112,-10620
5849228756,629.79,632044089,,#N/A
5849728757,630.29,632544090,,#N/A
5850113211,630.68,632928546,632936672,8126
5850228759,630.79,633044092,,#N/A
5850728761,631.29,633544094,,#N/A
5851116514,631.68,633931847,633920983,-10864
5851228763,631.79,634044096,,#N/A
5851728764,632.29,634544098,,#N/A
5852119694,632.69,634935028,634924691,-10337
5852228765,632.79,635044098,,#N/A
5852728767,633.29,635544100,,#N/A
5853123172,633.69,635938506,635927924,-10582
5853228769,633.79,636044102,,#N/A
5853728770,634.29,636544103,,#N/A
5854126594,634.69,636941928,636931146,-10782
5854228772,634.79,637044105,,#N/A
5854728774,635.29,637544107,,#N/A
5855130323,635.7,637945657,637934579,-11078
5855228775,635.79,638044108,,#N/A
5855728778,636.29,638544112,,#N/A
5856133444,636.7,638948778,638938156,-10622
5856228779,636.79,639044113,,#N/A
5856728780,637.29,639544113,,#N/A
5857136199,637.7,639951534,639939762,-11772
5857228781,637.79,640044114,,#N/A
5857728782,638.29,640544115,,#N/A
5858139146,638.71,640954480,640943779,-10701
5858228783,638.79,641044117,,#N/A
5858728785,639.29,641544118,,#N/A
5859142700,639.71,641958033,641947131,-10902
5859228786,639.79,642044120,,#N/A
5859728787,640.29,642544121,,#N/A
5860145798,640.71,642961132,642950383,-10749
5860228788,640.79,643044121,,#N/A
5860728789,641.29,643544122,,#N/A
5861148938,641.72,643964271,643953624,-10647
5861228790,641.79,644044124,,#N/A
5861728791,642.29,644544124,,#N/A
5862152019,642.72,644967352,644956643,-10709
5862228792,642.79,645044126,,#N/A
5862728794,643.29,645544127,,#N/A
5863155742,643.72,645971076,645960092,-10984
5863228795,643.79,646044128,,#N/A
5863728796,644.29,646544129,,#N/A
5864158622,644.72,646973955,646963221,-10734
5864228797,644.79,647044130,,#N/A
5864728799,645.29,647544132,,#N/A
5865161647,645.73,647976981,647965969,-11012
5865228800,645.79,648044133,,#N/A
